CASE_NUMBER,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMP,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,ORIGINAL_CERT_DATE,CASE_STATUS
I-200-18047-209636,02/16/2018,02/23/2018,H-1B,02/21/2018,02/21/2021,ERNST & YOUNG U.S. LLP,N/A,200 PLAZA DRIVE,SECAUCUS,NJ,UNITED STATES OF AMERICA,,2018723003,,Y,"BRADSHAW, MELANIE",TORONTO,,OPERATIONS RESEARCH ANALYSTS,15-2031,OPERATIONS RESEARCH ANALYSTS,541211,10,0,0,0,0,0,10,Y,63900,N/A,Other,2017,TOWERS WATSON:  2017 PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SURV,63900,110000,N,N,NA,,MCLEAN,FAIRFAX,VA,,CERTIFIED
I-200-18047-132359,02/20/2018,02/26/2018,H-1B,08/16/2018,08/16/2021,"BDO USA, LLP",N/A,330 NORTH WABASH,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,3128569100,,Y,"COCOCCIA, AMY",NEW YORK,NY,EXPERIENCED AUDIT ASSOCIATE,13-2011,ACCOUNTANTS AND AUDITORS,54121,1,1,0,0,0,0,0,Y,56971,Level I,OES,2017,OFLC DATA CENTER,61000,0,N,N,NA,,MCLEAN,FAIRFAX,VA,,CERTIFIED
I-200-18046-608020,02/16/2018,02/23/2018,H-1B,02/22/2018,02/22/2021,"CISCO SYSTEMS, INC.",,170 WEST TASMAN DRIVE,SAN JOSE,CA,UNITED STATES OF AMERICA,,4085264000,,Y,"NEVAREZ, KRISTIN",SANTA CLARA,CA,PROJECT MANAGER,13-1081,LOGISTICIANS,334111,5,1,1,1,0,1,1,Y,135297,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,135297,167500,N,N,NA,Y,SAN FRANCISCO,SAN FRANCISCO,CA,,CERTIFIED
I-200-18042-261004,02/14/2018,02/21/2018,H-1B,08/12/2018,08/12/2021,"SAP LABS, LLC",,3410 HILLVIEW AVE,PALO ALTO,CA,UNITED STATES OF AMERICA,,6508494000,,Y,"SHAH, RAHUL",MATAWAN,NJ,SENIOR PRODUCT SPECIALIST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,1,0,0,0,0,0,Y,95200,N/A,Other,2017,COMPSOURCE TOWERS WATSON 2017 INFORMATION TECHNOLOGY COMPENSATION SURVEY,111144,188936,N,N,NA,,PALO ALTO,SANTA CLARA,CA,,CERTIFIED
I-200-18050-654721,02/20/2018,02/26/2018,H-1B,08/21/2018,08/20/2021,EMC CORPORATION,,ONE DELL WAY,ROUND ROCK,TX,UNITED STATES OF AMERICA,,9725776754,,Y,"SHEPHERD, PHILIP",ATLANTA,GA,"ADVISOR, PRODUCT MANAGEMENT",13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,42343,1,1,0,0,0,0,0,Y,86296,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,89600.16,0,N,N,NA,Y,HOPKINTON,MIDDLESEX,MA,,CERTIFIED
I-200-18040-287395,02/09/2018,02/15/2018,H-1B,02/09/2018,02/08/2021,"FUJITSU AMERICA, INC.",,2821 TELECOM PARKWAY,RICHARDSON,TX,UNITED STATES OF AMERICA,,8009446055,,N,",",,,"COMPUTER SOFTWARE ENGINEER, APPLICATIONS",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,93273,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,93273,0,N,N,NA,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18040-310855,02/09/2018,02/15/2018,H-1B,02/26/2018,02/26/2021,"FACEBOOK, INC.",N/A,1 HACKER WAY*,MENLO PARK,CA,UNITED STATES OF AMERICA,,4085335781,,Y,"THIEL, TIMOTHY",SAN FRANCISCO,CA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",518112,1,0,0,0,0,1,0,Y,138831,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,140000,0,Y,N,Y,,MENLO PARK,SAN MATEO,CA,,CERTIFIED
I-200-18044-527086,02/14/2018,02/21/2018,H-1B,08/13/2018,08/12/2021,"CHARTER COMMUNICATIONS, INC.",,12405 POWERSCOURT DRIVE,ST. LOUIS,MO,UNITED STATES OF AMERICA,,3145432412,,Y,"MADERA, MICHELE",PHILADELPHIA,PA,SYSTEMS ENGINEER I,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",515210,1,1,0,0,0,0,0,Y,55700,N/A,Other,2017,MERCER BENCHMARK DATABASE IT SURVEY REPORT,60000,85000,N,N,NA,,GREENWOOD VILLAGE,ARAPAHOE,CO,,CERTIFIED
I-200-18045-308420,02/14/2018,02/21/2018,H-1B,02/14/2018,02/14/2021,"MASTECH DIGITAL CONSULTING, INC.",,1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,UNITED STATES OF AMERICA,,4127872100,9553,N,",",,,SENIOR SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,6,1,1,1,1,1,1,Y,91062,Level III,OES,2018,OFLC (ONLINE DATA CENTER),91062,106602,Y,N,Y,Y,ORLANDO,ORANGE,FL,,CERTIFIED
I-200-18050-308150,02/19/2018,02/23/2018,H-1B,02/19/2018,02/19/2021,"MASTECH DIGITAL CONSULTING, INC.",,1305 CHERRINGTON PARKWAY,MOON TOWNSHIP,PA,UNITED STATES OF AMERICA,,4127872100,9553,N,",",,,SENIOR SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,6,1,1,1,1,1,1,Y,50.13,Level III,OES,2018,OFLC (ONLINE DATA CENTER),50.13,0,Y,N,Y,Y,MALVERN,CHESTER,PA,,CERTIFIED
I-200-18039-195924,02/08/2018,02/15/2018,H-1B,08/10/2018,08/09/2021,"MODIS E&T, LLC",,10151 DEERWOOD PARK BOULEVARD,JACKSONVILLE,FL,UNITED STATES OF AMERICA,,9043602558,,Y,"DEARING, MELISSA",JACKSONVILLE,FL,DEVELOPMENT ENGINEER,17-2031,BIOMEDICAL ENGINEERS,541612,1,1,0,0,0,0,0,Y,33.17,N/A,Other,2017,WILLIS TOWERS WATSON:  PROFESSIONAL (TECH & OPERATIONS) COMPENSATION SURVEY,33.17,45,N,N,NA,,WARSAW,KOSCIUSKO,IN,,CERTIFIED
I-200-18031-617359,02/16/2018,02/22/2018,H-1B,07/28/2018,07/28/2021,"TAGETIK NORTH AMERICA, LLC, A WOLTERS KLUWER COMPANY",N/A,2700 LAKE COOK ROAD,RIVERWOODS,IL,UNITED STATES OF AMERICA,,8472677000,,Y,"VAN UITERT, REBECCA",CHICAGO,IL,TECHNOLOGY CONSULTANT II,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",511210,1,1,0,0,0,0,0,Y,65478,Level II,OES,2017,OFLC ONLINE DATA CENTER,75000,0,N,N,NA,Y,STAMFORD,FAIRFIELD,CT,,DENIED
I-200-18043-736951,02/16/2018,02/22/2018,H-1B,08/12/2018,08/11/2021,"CARROT HEALTH, INC.",N/A,"1509 MARSHALL ST NE, SUITE 300",MINNEAPOLIS,MN,UNITED STATES OF AMERICA,,6122081705,,Y,"BERNHARD, REBECCA",MINNEAPOLIS,MN,PRODUCT ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",511210,1,1,0,0,0,0,0,Y,63606,Level I,OES,2018,OFLC ONLINE DATA CENTER,70000,0,N,N,NA,Y,MINNEAPOLIS,HENNEPIN,MN,,DENIED
I-200-18040-274610,02/11/2018,02/15/2018,H-1B,07/11/2018,07/10/2021,INTEL MOBILE COMMUNICATIONS,,2200 MISSION COLLEGE BLVD,SANTA CLARA,CA,UNITED STATES OF AMERICA,,4807154205,,Y,"SHERIDAN REGUERIN, SANDRA",PHOENIX,AZ,SYSTEM VALIDATION ENGINEER,17-2072,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER",3344,1,0,1,0,0,0,0,Y,122473,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,122473,144140,N,N,NA,,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18012-200099,02/14/2018,02/21/2018,H-1B,08/13/2018,08/12/2021,DELOITTE & TOUCHE LLP,,1700 MARKET STREET,PHILADELPHIA,PA,UNITED STATES OF AMERICA,,2152462300,,Y,"POORAK, SHARON",ATLANTA,GA,ADVISORY SENIOR CONSULTANT,13-1111,MANAGEMENT ANALYSTS,54121,3,0,1,1,0,1,0,Y,71300,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (ADMIN. AND SALES) COMP. SURVEY,73300,0,N,N,NA,,PHILADELPHIA,PHILADELPHIA,GA,,CERTIFIED
I-200-18038-188048,02/14/2018,02/21/2018,H-1B,06/30/2018,06/29/2021,"INSURANCE AUTO AUCTIONS, INC.",,TWO WESTBROOK CORPORATE CENTER,WESTCHESTER,IL,UNITED STATES OF AMERICA,,7084927037,,Y,"HUYNH, LOAN",MINNEAPOLIS,MN,DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",423110,1,0,1,0,0,0,0,Y,81300,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SUR,90132.3,0,N,N,NA,,WESTCHESTER,COOK,IL,,CERTIFIED
I-200-18044-978191,02/16/2018,02/23/2018,H-1B,08/13/2018,08/12/2021,GOOGLE LLC,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,UNITED STATES OF AMERICA,,6502534513,,Y,"PORTNOY, DANIEL",DALLAS,TX,TECHNICAL SOLUTIONS CONSULTANT 1615.27333,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,1,0,0,0,0,0,Y,87353,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,96000,0,N,N,NA,,MOUNTAIN VIEW,SANTA CLARA,CA,,CERTIFIED
I-200-18039-330781,02/16/2018,02/23/2018,H-1B,08/08/2018,08/07/2021,"MOTOROLA SOLUTIONS, INC.",N/A,500 W MONROE ST.,CHICAGO,IL,UNITED STATES OF AMERICA,N/A,6023275581,,Y,"GUEVARA, ROMULO",SANTA CLARA,CA,SENIOR SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",3342,1,1,0,0,0,0,0,Y,99169,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,99169,129600,N,N,NA,,PLANTATION,BROWARD,FL,,CERTIFIED
I-200-18051-181678,02/20/2018,02/26/2018,H-1B,08/20/2018,08/20/2021,SYSINTELLI INC,N/A,9466 BLACK MOUNTAIN ROAD,SAN DIEGO,CA,UNITED STATES OF AMERICA,N/A,8582711600,,Y,"BAGHANI, PANTEHA",SAN DIEGO,CA,APPIAN DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541519,1,1,0,0,0,0,0,Y,74152,Level II,OES,2017,OFLC ONLINE DATA CENTER,75000,0,Y,N,Y,,COLUMBIA,HOWARD,MD,,CERTIFIED
I-200-18046-286708,02/20/2018,02/26/2018,H-1B,08/10/2018,08/10/2021,BANK OF AMERICA N.A.,N/A,401 N TRYON STREET,CHARLOTTE,NC,UNITED STATES OF AMERICA,,9806836779,,Y,"ATASSI, ISHA",NEW YORK,NY,VICE PRESIDENT; ARCHITECT I,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",522110,1,0,1,0,0,0,0,Y,118339,N/A,Other,2017,MERCER BENCHMARK DATABASE SERVICE,133560,0,N,N,NA,,JERSEY CITY,HUDSON,NJ,,CERTIFIED
I-200-18045-435521,02/14/2018,02/21/2018,H-1B,08/13/2018,08/12/2021,"TEXAS EYE AND VISION ASSOCIATES, PA",,P.O. BOX 16274,SUGAR LAND,TX,UNITED STATES OF AMERICA,,7708224291,,Y,"BROWN, VALENTINE",PHILADELPHIA,PA,OPTOMETRISTS,29-1041,OPTOMETRISTS,621320,1,1,0,0,0,0,0,Y,83886,Level II,OES,2018,OFLC ONLINE DATA CENTER,130000,0,N,N,NA,Y,SAN ANTONIO,BEXAR,TX,,CERTIFIED
I-200-18044-613429,02/16/2018,02/22/2018,H-1B,08/13/2018,08/13/2021,"AECOM TECHNICAL SERVICES, INC.",N/A,4840 COX ROAD,GLEN ALLEN,VA,UNITED STATES OF AMERICA,,8045158514,,Y,"TAYLOR, PAIGE",ADDISON,TX,"ENGINEER II, WATER/WASTEWATER",17-2051,CIVIL ENGINEERS,541330,1,1,0,0,0,0,0,Y,80205,N/A,OES,2017,OFLC ONLINE DATA CENTER,80205,105700,N,N,NA,,NEW YORK,NEW YORK,NY,,DENIED
I-200-18051-713371,02/20/2018,02/26/2018,H-1B,08/13/2018,08/13/2021,"AMERICAN JEWISH WORLD SERVICE, INC.",,45 WEST 36TH STREET,NEW YORK,NY,UNITED STATES OF AMERICA,,2127922872,,Y,"WINARSKY, KAREN",ATLANTA,GA,"PROGRAM ASSOCIATE, DISASTER RESPONSE & INT'L. OPERATIONS",11-9151,SOCIAL AND COMMUNITY SERVICE MANAGERS,923130,1,1,0,0,0,0,0,Y,51239,N/A,Other,2017,"HUMENTUM U.S. SALARY, BENEFITS, AND HUMAN RESOURCES POLICIES REPORT",51239,55000,N,N,NA,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18051-692805,02/20/2018,02/26/2018,H-1B,07/09/2018,07/08/2021,"CHEYENNE REGIONAL PHYSICIANS GROUP, LLC",CHEYENNE REGIONAL MEDICAL GROUP,214 E 23RD ST,CHEYENNE,WY,UNITED STATES OF AMERICA,,3074322677,,Y,"SCIMECCA, MICHELLE",BURNSVILLE,MN,NEPHROLOGIST (PHYSICIAN),29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",621111,1,1,0,0,0,0,0,Y,227781,Level II,OES,2017,OFLC ONLINE DATA CENTER,250000,0,N,N,NA,Y,CHEYENNE,LARAMIE,WY,,CERTIFIED
I-200-18045-571699,02/20/2018,02/26/2018,H-1B,08/12/2018,08/11/2021,NVIDIA CORPORATION,N/A,2788 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,UNITED STATES OF AMERICA,N/A,4084862000,,Y,"SATALA, MARCO",SANTA CLARA,CA,PRODUCT ENGINEER,17-2071,ELECTRICAL ENGINEERS,334111,10,10,0,0,0,0,0,Y,135297,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,135297,160385,Y,N,Y,,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18046-026847,02/20/2018,02/26/2018,H-1B,07/20/2018,07/20/2021,"NYC HEALTH+HOSPITALS, KINGS COUNTY HOSPITAL CENTER",N/A,451 CLARKSON AVENUE,BROOKLYN,NY,UNITED STATES OF AMERICA,N/A,7182452000,,Y,"SCHULTZ, KENNETH",NEW YORK,NY,PHYSICIAN SPECIALIST (NEONATOLOGIST),29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",622110,1,0,1,0,0,0,0,Y,233725,N/A,CBA,2018,COLLECTIVE BARGAINING AGREEMENT,233725,0,N,N,NA,,BROOKLYN,KINGS,NY,,CERTIFIED
I-200-18051-867969,02/20/2018,02/26/2018,H-1B,08/20/2018,08/20/2021,"CHEYENNE REGIONAL PHYSICIANS GROUP, LLC",CHEYENNE REGIONAL MEDICAL GROUP,214 E 23RD ST,CHEYENNE,WY,UNITED STATES OF AMERICA,,3074322677,,Y,"SCIMECCA, MICHELLE",BURNSVILLE,MN,SURGEON (PHYSICIAN),29-1069,"PHYSICIANS AND SURGEONS, ALL OTHER",621111,1,1,0,0,0,0,0,Y,256027,Level III,OES,2017,OFLC ONLINE DATA CENTER,380000,0,N,N,NA,Y,CHEYENNE,LARAMIE,WY,,CERTIFIED
I-200-18049-439398,02/20/2018,02/26/2018,H-1B,08/20/2018,08/19/2021,"FEDEX CORPORATE SERVICES, INC.",N/A,7900 LEGACY DRIVE,PLANO,TX,UNITED STATES OF AMERICA,N/A,4699803764,,Y,"COFFEY, JUSTIN",RALEIGH,NC,SENIOR CORPORATE MARKETING ANALYST,13-1161,MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS,492110,1,1,0,0,0,0,0,Y,81300,N/A,Other,2017,WILLIS TOWERS WATSON: CSR GENERAL INDUS PROF'L (ADMIN & SALES) COMP SURVEY REP,81300,100056,N,N,NA,Y,PLANO,COLLIN,TX,,CERTIFIED
I-200-18051-734708,02/20/2018,02/26/2018,H-1B,02/27/2018,01/31/2020,PROSPANCE INC,,4221 BUSINESS CENTER DRIVE,FREMONT,CA,UNITED STATES OF AMERICA,,9259995129,,Y,"GOVIL, SWATI",SUNNYVALE,CA,SAP CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,1,0,0,0,Y,101629,Level IV,OES,2018,OFLC ONLINE DATA CENTER,110000,0,Y,N,Y,Y,MASON,WARREN,OH,,CERTIFIED
I-200-18039-346410,02/08/2018,02/15/2018,H-1B,08/10/2018,08/10/2021,"VMWARE, INC.",,3401 HILLVIEW AVE,PALO ALTO,CA,UNITED STATES OF AMERICA,,5128133194,,Y,"MARONEY, JACQUELYN",AUSTIN,TX,"LEAD BUSINESS ANALYST, DATA SCIENCE",15-2031,OPERATIONS RESEARCH ANALYSTS,541511,1,1,0,0,0,0,0,Y,105828,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,128000,0,N,N,NA,,AUSTIN,TRAVIS,TX,,CERTIFIED
I-200-18046-214508,02/19/2018,02/22/2018,H-1B,09/17/2018,09/16/2021,HSMC ORIZON LLC,,16924 FRANCES ST.,OMAHA,NE,UNITED STATES OF AMERICA,,4023307008,2110,Y,"STOUT, KELLI",KANSAS CITY,MO,ASSOCIATE ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,541211,1,1,0,0,0,0,0,Y,43534,Level I,OES,2017,OFLC ONLINE DATA CENTER,54000,0,N,N,NA,,OMAHA,DOUGLAS,NE,,DENIED
I-200-18038-410073,02/12/2018,02/16/2018,H-1B,08/10/2018,08/10/2021,JEFFERIES LLC,,520 MADISON AVE,NEW YORK,NY,UNITED STATES OF AMERICA,,2123367250,,Y,"ELLSWORTH, CHAD",NEW YORK,NY,ANALYST,13-2051,FINANCIAL ANALYSTS,523110,1,1,0,0,0,0,0,Y,57600,N/A,Other,2017,WILLIS TOWERS WATSON ACCOUNTING & FINANCE COMPENSATION SURVEY,66000,86000,N,N,NA,Y,NEW YORK,NEW YORK,NY,,CERTIFIED
I-202-18046-172813,02/15/2018,02/22/2018,H-1B1 Singapore,02/15/2018,04/01/2019,"SKADDEN, ARPS, SLATE, MEAGHER & FLOM LLP",,FOUR TIMES SQUARE,NEW YORK,NY,UNITED STATES OF AMERICA,,2127353000,,Y,"HONOROWSKI, CAROLINE",NEW YORK,NY,ASSOCIATE,23-1011,LAWYERS,541110,1,0,0,0,0,0,1,Y,175344,Level III,OES,2017,OFLC ONLINE DATA CENTER,210000,0,,,,,NEW YORK,NEW YORK,NY,,CERTIFIED
I-200-18044-662194,02/20/2018,02/26/2018,H-1B,08/12/2018,08/11/2021,INTEL MOBILE COMMUNICATIONS,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,UNITED STATES OF AMERICA,,4807154205,,Y,"SHERIDAN REGUERIN, SANDRA",PHOENIX,AZ,HARDWARE ENGINEER,17-2061,COMPUTER HARDWARE ENGINEERS,3344,1,1,0,0,0,0,0,Y,107180,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,107180,121540,N,N,NA,,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18046-309807,02/20/2018,02/26/2018,H-1B,08/15/2018,08/14/2021,"PAYPAL, INC.",,2211 NORTH FIRST STREET,SAN JOSE,CA,UNITED STATES OF AMERICA,,4089678955,,Y,"DECRUZ, JEFFREY",ARLINGTON,VA,SOFTWARE ENGINEER 3,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",522320,1,1,0,0,0,0,0,Y,127213,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,130000,0,N,N,NA,,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18038-643659,02/08/2018,02/15/2018,H-1B,02/15/2018,02/14/2021,GOOGLE LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,UNITED STATES OF AMERICA,N/A,6502534513,,Y,"KLAUDT, KYLE",DALLAS,TX,"SOFTWARE ENGINEER, INFRASTRUCTURE 1615.37024",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,0,0,0,1,0,Y,125000,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,160000,0,N,N,NA,,MOUNTAIN VIEW,SANTA CLARA,CA,,CERTIFIED
I-200-18038-341648,02/08/2018,02/15/2018,H-1B,08/01/2018,07/31/2021,GOOGLE LLC,N/A,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,UNITED STATES OF AMERICA,N/A,6502534513,,Y,"WANG, CORONA",DALLAS,TX,SOFTWARE ENGINEER 1615.36728,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,1,0,0,0,0,0,Y,106983,N/A,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,120000,0,N,N,NA,,MOUNTAIN VIEW,SANTA CLARA,CA,,CERTIFIED
I-200-18050-287984,02/19/2018,02/22/2018,H-1B,08/01/2018,07/31/2021,SHANJANDAND DONUTS LLC,,1621 ROUTE 38 WEST,LUMBERTON,NJ,UNITED STATES OF AMERICA,,6092618486,,Y,"FISCHER, THOMAS",ATLANTA,GA,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,722211,1,0,1,0,0,0,0,Y,84302,Level III,OES,2018,OFLC ONLINE DATA CENTER,84302,0,N,N,NA,Y,LUMBERTON,BURLINGTON,NJ,,DENIED
I-200-18044-327188,02/21/2018,02/27/2018,H-1B,08/12/2018,08/11/2021,INTEL MOBILE COMMUNICATIONS,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,UNITED STATES OF AMERICA,,4807154205,,Y,"SHERIDAN REGUERIN, SANDRA",PHOENIX,AZ,HARDWARE ENGINEER,17-2061,COMPUTER HARDWARE ENGINEERS,3344,1,1,0,0,0,0,0,Y,125720,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,125720,166380,N,N,NA,,SANTA CLARA,SANTA CLARA,CA,,CERTIFIED
I-200-18051-884873,02/21/2018,02/27/2018,H-1B,08/20/2018,08/20/2021,"WOODBRIDGE HOLDINGS, INC.",WOODBRIDGE FOAM CORPORATION,1515 EQUITY DRIVE,TROY,MI,UNITED STATES OF AMERICA,,2482806562,,Y,"MEDEIROS, JOHN",MINNEAPOLIS,MN,DESIGN ENGINEER,17-2141,MECHANICAL ENGINEERS,326140,1,1,0,0,0,0,0,Y,58500,N/A,Other,2017,WILLIS TOWERS WATSON: PROFESSIONAL (TECHNICAL AND OPERATIONS) COMPENSATION SU,58500,0,N,N,,,TROY,OAKLAND,MI,,CERTIFIED
I-200-18052-062449,02/21/2018,02/27/2018,H-1B,06/18/2018,06/30/2018,ST. JOSEPH'S REGIONAL MEDICAL CENTER,,703 MAIN STREET,PATERSON,NJ,UNITED STATES OF AMERICA,,9737542549,,Y,"DUTTON, ANDREW",GARDEN CITY,NY,PHYSICIAN IN A POST-GRADUATE TRAINING PROGRAM,29-9099,"HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS,",622110,1,0,1,0,0,0,0,Y,59822,N/A,Other,2016,AAMC SURVEY OF RESIDENT/FELLOW STIPENDS,66177.5,0,N,N,NA,Y,PATERSON,PASSAIC,NJ,,CERTIFIED
I-200-18051-781951,02/21/2018,02/23/2018,H-1B,08/19/2018,08/18/2021,INTEL AMERICAS,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,UNITED STATES OF AMERICA,,4807154205,,Y,"SHERIDAN REGUERIN, SANDRA",PHOENIX,AZ,SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",3344,1,1,0,0,0,0,0,Y,80545,N/A,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,80545,101100,N,N,NA,,ALLENTOWN,LEHIGH,PA,,DENIED
I-200-18038-678984,02/13/2018,02/20/2018,H-1B,08/06/2018,08/05/2021,INTEL CORPORATION,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,UNITED STATES OF AMERICA,,4807154205,,Y,"SHERIDAN REGUERIN, SANDRA",PHOENIX,AZ,SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",3344,1,1,0,0,0,0,0,Y,113542,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,113542,121540,N,N,NA,,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18037-001027,02/09/2018,02/15/2018,H-1B,08/06/2018,08/05/2021,"A10 NETWORKS, INC.",,3 WEST PLUMERIA DRIVE,SAN JOSE,CA,UNITED STATES OF AMERICA,,4083135620,,Y,"SATALA, MARCO",SANTA CLARA,CA,PROFESSIONAL SERVICES ENGINEER,15-1143,COMPUTER NETWORK ARCHITECTS,541512,25,5,5,5,0,5,5,Y,87643,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,87643,100024,Y,N,Y,,SAN JOSE,SANTA CLARA,CA,,CERTIFIED
I-200-18046-042890,02/21/2018,02/22/2018,H-1B,02/20/2018,02/20/2021,"CISCO SYSTEMS, INC.",,170 WEST TASMAN DRIVE,SAN JOSE,CA,UNITED STATES OF AMERICA,,4085264000,,Y,"RUSH, ANDREA",SANTA CLARA,CA,IT ARCHITECT,15-1121,COMPUTER SYSTEMS ANALYSTS,334111,5,1,1,1,0,1,1,Y,134827,N/A,Other,2018,RADFORD GLOBAL TECHNOLOGY SURVEY,134827,185000,N,N,NA,Y,SAN JOSE,SANTA CLARA,CA,,DENIED
